index,name,rank,generation,evolves_from,type1,type2,hp,atk,def,spatk,spdef,speed,total,height,weight,abilities,desc
400,bibarel,ordinary,generation-iv,bidoof,normal,water,79,85,60,55,60,71,410,10,315,simple unaware moody ,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.
401,kricketot,ordinary,generation-iv,nothing,bug,None,37,25,41,25,41,25,194,3,22,shed-skin run-away ,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone."
402,kricketune,ordinary,generation-iv,kricketot,bug,None,77,85,51,55,51,65,384,10,255,swarm technician ,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.
403,shinx,ordinary,generation-iv,nothing,electric,None,45,65,34,40,34,45,263,5,95,rivalry intimidate guts ,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
404,luxio,ordinary,generation-iv,shinx,electric,None,60,85,49,60,49,60,363,9,305,rivalry intimidate guts ,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.
405,luxray,ordinary,generation-iv,luxio,electric,None,80,120,79,95,79,70,523,14,420,rivalry intimidate guts ,It has eyes that can see through anything. It spots and captures prey hiding behind objects.
406,budew,baby,generation-iv,nothing,grass,poison,40,30,35,50,70,55,280,2,12,natural-cure poison-point leaf-guard ,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."
407,roserade,ordinary,generation-iv,roselia,grass,poison,60,70,65,125,105,90,515,9,145,natural-cure poison-point technician ,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms."
408,cranidos,ordinary,generation-iv,nothing,rock,None,67,125,40,30,30,58,350,9,315,mold-breaker sheer-force ,It lived in jungles around 100 million years ago. Its skull is as hard as iron.
409,rampardos,ordinary,generation-iv,cranidos,rock,None,97,165,60,65,50,58,495,16,1025,mold-breaker sheer-force ,Its powerful head butt has enough power to shatter even the most durable things upon impact.
410,shieldon,ordinary,generation-iv,nothing,rock,steel,30,42,118,42,88,30,350,5,570,sturdy soundproof ,A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.
411,bastiodon,ordinary,generation-iv,shieldon,rock,steel,60,52,168,47,138,30,495,13,1495,sturdy soundproof ,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.
412,burmy,ordinary,generation-iv,nothing,bug,None,40,29,45,29,45,36,224,2,34,shed-skin overcoat ,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves."
413,wormadam,ordinary,generation-iv,burmy,bug,grass,60,59,85,79,105,36,424,5,65,anticipation overcoat ,"When BURMY evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed."
414,mothim,ordinary,generation-iv,burmy,bug,flying,70,94,50,94,50,66,424,9,233,swarm tinted-lens ,It loves the honey of flowers and steals honey collected by COMBEE.
415,combee,ordinary,generation-iv,nothing,bug,flying,30,30,42,30,42,70,244,3,55,honey-gather hustle ,A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN.
416,vespiquen,ordinary,generation-iv,combee,bug,flying,70,80,102,80,102,40,474,12,385,pressure unnerve ,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.
417,pachirisu,ordinary,generation-iv,nothing,electric,None,60,45,70,45,90,95,405,4,39,run-away pickup volt-absorb ,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.
418,buizel,ordinary,generation-iv,nothing,water,None,55,65,35,60,30,85,330,7,295,swift-swim water-veil ,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.
419,floatzel,ordinary,generation-iv,buizel,water,None,85,105,55,85,50,115,495,11,335,swift-swim water-veil ,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.
420,cherubi,ordinary,generation-iv,nothing,grass,None,45,35,45,62,53,35,275,4,33,chlorophyll ,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty."
421,cherrim,ordinary,generation-iv,cherubi,grass,None,70,60,70,87,78,85,450,5,93,flower-gift ,It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.
422,shellos,ordinary,generation-iv,nothing,water,None,76,48,48,57,62,34,325,3,63,sticky-hold storm-drain sand-force ,"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed."
423,gastrodon,ordinary,generation-iv,shellos,water,ground,111,83,68,92,82,39,475,9,299,sticky-hold storm-drain sand-force ,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back."
424,ambipom,ordinary,generation-iv,aipom,normal,None,75,100,66,60,66,115,482,12,203,technician pickup skill-link ,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
425,drifloon,ordinary,generation-iv,nothing,ghost,flying,90,50,34,60,44,70,348,4,12,aftermath unburden flare-boost ,"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons."
426,drifblim,ordinary,generation-iv,drifloon,ghost,flying,150,80,44,90,54,80,498,12,150,aftermath unburden flare-boost ,"At dusk, swarms of them are carried aloft on winds. When noticed, they suddenly vanish."
427,buneary,ordinary,generation-iv,nothing,normal,None,55,66,44,44,56,85,350,4,55,run-away klutz limber ,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.
428,lopunny,ordinary,generation-iv,buneary,normal,None,65,76,84,54,96,105,480,12,333,cute-charm klutz limber ,An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.
429,mismagius,ordinary,generation-iv,misdreavus,ghost,None,60,60,60,105,105,105,495,9,44,levitate ,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.
430,honchkrow,ordinary,generation-iv,murkrow,dark,flying,100,125,52,105,52,71,505,9,273,insomnia super-luck moxie ,"Becoming active at night, it is known to swarm with numerous MURKROW in tow."
431,glameow,ordinary,generation-iv,nothing,normal,None,49,55,42,42,37,85,310,5,39,limber own-tempo keen-eye ,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.
432,purugly,ordinary,generation-iv,glameow,normal,None,71,82,64,64,59,112,452,10,438,thick-fat own-tempo defiant ,It is a brazen brute that barges its way into another Pokémon’s nest and claims it as its own.
433,chingling,baby,generation-iv,nothing,psychic,None,45,30,50,65,50,45,285,2,6,levitate ,It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.
434,stunky,ordinary,generation-iv,nothing,poison,dark,63,63,47,41,41,74,329,4,192,stench aftermath keen-eye ,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
435,skuntank,ordinary,generation-iv,stunky,poison,dark,103,93,67,71,61,84,479,10,380,stench aftermath keen-eye ,It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.
436,bronzor,ordinary,generation-iv,nothing,steel,psychic,57,24,86,24,86,23,300,5,605,levitate heatproof heavy-metal ,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.
437,bronzong,ordinary,generation-iv,bronzor,steel,psychic,67,89,116,79,116,33,500,13,1870,levitate heatproof heavy-metal ,"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep."
438,bonsly,baby,generation-iv,nothing,rock,None,50,80,95,10,45,10,290,5,150,sturdy rock-head rattled ,It looks as if it is always crying. It is actually adjusting its body’s fluid levels by eliminating excess.
439,mime-jr,baby,generation-iv,nothing,psychic,fairy,20,25,45,70,90,60,310,6,130,soundproof filter technician ,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon."
440,happiny,baby,generation-iv,nothing,normal,None,100,5,5,15,65,30,220,6,244,natural-cure serene-grace friend-guard ,It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.
441,chatot,ordinary,generation-iv,nothing,normal,flying,76,65,45,92,42,91,411,5,19,keen-eye tangled-feet big-pecks ,"It can learn and speak human words. If they gather, they all learn the same saying."
442,spiritomb,ordinary,generation-iv,nothing,ghost,dark,50,92,108,92,108,35,485,10,1080,pressure infiltrator ,A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.
443,gible,ordinary,generation-iv,nothing,dragon,ground,58,70,45,40,45,42,300,7,205,sand-veil rough-skin ,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
444,gabite,ordinary,generation-iv,gible,dragon,ground,68,90,65,50,55,82,410,14,560,sand-veil rough-skin ,There is a long-held belief that medicine made from its scales will heal even incurable illnesses.
445,garchomp,ordinary,generation-iv,gabite,dragon,ground,108,130,95,80,85,102,600,19,950,sand-veil rough-skin ,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
446,munchlax,baby,generation-iv,nothing,normal,None,135,85,40,40,85,5,390,6,1050,pickup thick-fat gluttony ,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing."
447,riolu,baby,generation-iv,nothing,fighting,None,40,70,40,35,40,60,285,7,202,steadfast inner-focus prankster ,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
448,lucario,ordinary,generation-iv,riolu,fighting,steel,70,110,70,115,70,90,525,12,540,steadfast inner-focus justified ,It has the ability to sense the auras of all things. It understands human speech.
449,hippopotas,ordinary,generation-iv,nothing,ground,None,68,72,78,38,42,32,330,8,495,sand-stream sand-force ,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
450,hippowdon,ordinary,generation-iv,hippopotas,ground,None,108,112,118,68,72,47,525,20,3000,sand-stream sand-force ,It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,skorupi,ordinary,generation-iv,nothing,poison,bug,40,50,90,30,55,65,330,8,120,battle-armor sniper keen-eye ,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.
452,drapion,ordinary,generation-iv,skorupi,poison,dark,70,90,110,60,75,95,500,13,615,battle-armor sniper keen-eye ,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
453,croagunk,ordinary,generation-iv,nothing,poison,fighting,48,61,40,61,40,50,300,7,230,anticipation dry-skin poison-touch ,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.
454,toxicroak,ordinary,generation-iv,croagunk,poison,fighting,83,106,65,86,65,85,490,13,444,anticipation dry-skin poison-touch ,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
455,carnivine,ordinary,generation-iv,nothing,grass,None,74,100,72,90,72,46,454,14,270,levitate ,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey."
456,finneon,ordinary,generation-iv,nothing,water,None,49,49,56,49,61,66,330,4,70,swift-swim storm-drain water-veil ,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
457,lumineon,ordinary,generation-iv,finneon,water,None,69,69,76,69,86,91,460,12,240,swift-swim storm-drain water-veil ,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.
458,mantyke,baby,generation-iv,nothing,water,flying,45,20,50,60,120,50,345,10,650,swift-swim water-absorb water-veil ,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.
