index,name,parameter,power
681,aegislash,hp,60
682,spritzee,hp,78
683,aromatisse,hp,101
684,swirlix,hp,62
685,slurpuff,hp,82
686,inkay,hp,53
687,malamar,hp,86
688,binacle,hp,42
689,barbaracle,hp,72
690,skrelp,hp,50
691,dragalge,hp,65
692,clauncher,hp,50
693,clawitzer,hp,71
694,helioptile,hp,44
695,heliolisk,hp,62
696,tyrunt,hp,58
697,tyrantrum,hp,82
698,amaura,hp,77
699,aurorus,hp,123
700,sylveon,hp,95
701,hawlucha,hp,78
702,dedenne,hp,67
703,carbink,hp,50
704,goomy,hp,45
705,sliggoo,hp,68
706,goodra,hp,90
707,klefki,hp,57
708,phantump,hp,43
709,trevenant,hp,85
710,pumpkaboo,hp,49
711,gourgeist,hp,65
712,bergmite,hp,55
713,avalugg,hp,95
714,noibat,hp,40
715,noivern,hp,85
716,xerneas,hp,126
717,yveltal,hp,126
718,zygarde,hp,108
719,diancie,hp,50
720,hoopa,hp,80
721,volcanion,hp,80
722,rowlet,hp,68
723,dartrix,hp,78
724,decidueye,hp,78
725,litten,hp,45
726,torracat,hp,65
727,incineroar,hp,95
728,popplio,hp,50
729,brionne,hp,60
730,primarina,hp,80
731,pikipek,hp,35
732,trumbeak,hp,55
733,toucannon,hp,80
734,yungoos,hp,48
735,gumshoos,hp,88
736,grubbin,hp,47
737,charjabug,hp,57
738,vikavolt,hp,77
739,crabrawler,hp,47
740,crabominable,hp,97
741,oricorio,hp,75
742,cutiefly,hp,40
743,ribombee,hp,60
744,rockruff,hp,45
745,lycanroc,hp,75
746,wishiwashi,hp,45
747,mareanie,hp,50
748,toxapex,hp,50
749,mudbray,hp,70
750,mudsdale,hp,100
751,dewpider,hp,38
752,araquanid,hp,68
753,fomantis,hp,40
754,lurantis,hp,70
755,morelull,hp,40
756,shiinotic,hp,60
757,salandit,hp,48
758,salazzle,hp,68
759,stufful,hp,70
760,bewear,hp,120
761,bounsweet,hp,42
762,steenee,hp,52
763,tsareena,hp,72
764,comfey,hp,51
765,oranguru,hp,90
766,passimian,hp,100
767,wimpod,hp,25
768,golisopod,hp,75
769,sandygast,hp,55
770,palossand,hp,85
771,pyukumuku,hp,55
772,type-null,hp,95
773,silvally,hp,95
774,minior,hp,60
775,komala,hp,65
776,turtonator,hp,60
777,togedemaru,hp,65
778,mimikyu,hp,55
779,bruxish,hp,68
780,drampa,hp,78
781,dhelmise,hp,70
782,jangmo-o,hp,45
783,hakamo-o,hp,55
784,kommo-o,hp,75
785,tapu-koko,hp,70
786,tapu-lele,hp,70
787,tapu-bulu,hp,70
788,tapu-fini,hp,70
789,cosmog,hp,43
790,cosmoem,hp,43
791,solgaleo,hp,137
792,lunala,hp,137
793,nihilego,hp,109
794,buzzwole,hp,107
795,pheromosa,hp,71
796,xurkitree,hp,83
797,celesteela,hp,97
798,kartana,hp,59
799,guzzlord,hp,223
800,necrozma,hp,97
801,magearna,hp,80
802,marshadow,hp,90
803,poipole,hp,67
804,naganadel,hp,73
805,stakataka,hp,61
806,blacephalon,hp,53
807,zeraora,hp,88
808,meltan,hp,46
809,melmetal,hp,135
810,grookey,hp,50
811,thwackey,hp,70
812,rillaboom,hp,100
813,scorbunny,hp,50
814,raboot,hp,65
815,cinderace,hp,80
816,sobble,hp,50
817,drizzile,hp,65
818,inteleon,hp,70
819,skwovet,hp,70
820,greedent,hp,120
821,rookidee,hp,38
822,corvisquire,hp,68
823,corviknight,hp,98
824,blipbug,hp,25
825,dottler,hp,50
826,orbeetle,hp,60
827,nickit,hp,40
828,thievul,hp,70
829,gossifleur,hp,40
830,eldegoss,hp,60
831,wooloo,hp,42
832,dubwool,hp,72
833,chewtle,hp,50
834,drednaw,hp,90
835,yamper,hp,59
836,boltund,hp,69
837,rolycoly,hp,30
838,carkol,hp,80
839,coalossal,hp,110
840,applin,hp,40
841,flapple,hp,70
842,appletun,hp,110
843,silicobra,hp,52
844,sandaconda,hp,72
845,cramorant,hp,70
846,arrokuda,hp,41
847,barraskewda,hp,61
848,toxel,hp,40
849,toxtricity,hp,75
850,sizzlipede,hp,50
851,centiskorch,hp,100
852,clobbopus,hp,50
853,grapploct,hp,80
854,sinistea,hp,40
855,polteageist,hp,60
856,hatenna,hp,42
857,hattrem,hp,57
858,hatterene,hp,57
859,impidimp,hp,45
860,morgrem,hp,65
861,grimmsnarl,hp,95
862,obstagoon,hp,93
863,perrserker,hp,70
864,cursola,hp,60
865,sirfetchd,hp,62
866,mr-rime,hp,80
867,runerigus,hp,58
868,milcery,hp,45
869,alcremie,hp,65
870,falinks,hp,65
871,pincurchin,hp,48
872,snom,hp,30
873,frosmoth,hp,70
874,stonjourner,hp,100
875,eiscue,hp,75
876,indeedee,hp,60
877,morpeko,hp,58
878,cufant,hp,72
879,copperajah,hp,122
880,dracozolt,hp,90
881,arctozolt,hp,90
882,dracovish,hp,90
883,arctovish,hp,90
884,duraludon,hp,70
885,dreepy,hp,28
886,drakloak,hp,68
887,dragapult,hp,88
888,zacian,hp,92
889,zamazenta,hp,92
890,eternatus,hp,140
891,kubfu,hp,60
892,urshifu,hp,100
893,zarude,hp,105
894,regieleki,hp,80
895,regidrago,hp,200
896,glastrier,hp,100
897,spectrier,hp,100
898,calyrex,hp,100
899,wyrdeer,hp,103
900,kleavor,hp,70
901,ursaluna,hp,130
902,basculegion,hp,120
903,sneasler,hp,80
904,overqwil,hp,85
905,enamorus,hp,74
906,sprigatito,hp,40
907,floragato,hp,61
908,meowscarada,hp,76
909,fuecoco,hp,67
910,crocalor,hp,81
911,skeledirge,hp,104
912,quaxly,hp,55
913,quaxwell,hp,70
914,quaquaval,hp,85
915,lechonk,hp,54
916,oinkologne,hp,110
917,tarountula,hp,35
918,spidops,hp,60
919,nymble,hp,33
920,lokix,hp,71
921,pawmi,hp,45
922,pawmo,hp,60
923,pawmot,hp,70
924,tandemaus,hp,50
925,maushold,hp,74
926,fidough,hp,37
927,dachsbun,hp,57
928,smoliv,hp,41
929,dolliv,hp,52
930,arboliva,hp,78
931,squawkabilly,hp,82
932,nacli,hp,55
933,naclstack,hp,60
934,garganacl,hp,100
935,charcadet,hp,40
936,armarouge,hp,85
937,ceruledge,hp,75
938,tadbulb,hp,61
939,bellibolt,hp,109
940,wattrel,hp,40
941,kilowattrel,hp,70
942,maschiff,hp,60
943,mabosstiff,hp,80
944,shroodle,hp,40
945,grafaiai,hp,63
946,bramblin,hp,40
947,brambleghast,hp,55
948,toedscool,hp,40
949,toedscruel,hp,80
950,klawf,hp,70
951,capsakid,hp,50
952,scovillain,hp,65
953,rellor,hp,41
954,rabsca,hp,75
955,flittle,hp,30
956,espathra,hp,95
957,tinkatink,hp,50
958,tinkatuff,hp,65
959,tinkaton,hp,85
960,wiglett,hp,10
961,wugtrio,hp,35
962,bombirdier,hp,70
963,finizen,hp,70
964,palafin,hp,100
965,varoom,hp,45
966,revavroom,hp,80
967,cyclizar,hp,70
968,orthworm,hp,70
969,glimmet,hp,48
970,glimmora,hp,83
971,greavard,hp,50
972,houndstone,hp,72
973,flamigo,hp,82
974,cetoddle,hp,108
975,cetitan,hp,170
976,veluza,hp,90
977,dondozo,hp,150
978,tatsugiri,hp,68
979,annihilape,hp,110
980,clodsire,hp,130
981,farigiraf,hp,120
982,dudunsparce,hp,125
983,kingambit,hp,100
984,great-tusk,hp,115
985,scream-tail,hp,115
986,brute-bonnet,hp,111
987,flutter-mane,hp,55
988,slither-wing,hp,85
989,sandy-shocks,hp,85
990,iron-treads,hp,90
991,iron-bundle,hp,56
992,iron-hands,hp,154
993,iron-jugulis,hp,94
994,iron-moth,hp,80
995,iron-thorns,hp,100
996,frigibax,hp,65
997,arctibax,hp,90
998,baxcalibur,hp,115
999,gimmighoul,hp,45
1000,gholdengo,hp,87
1001,wo-chien,hp,85
1002,chien-pao,hp,80
1003,ting-lu,hp,155
1004,chi-yu,hp,55
1005,roaring-moon,hp,105
1006,iron-valiant,hp,74
1007,koraidon,hp,100
1008,miraidon,hp,100
1009,walking-wake,hp,99
1010,iron-leaves,hp,90
1011,dipplin,hp,80
1012,poltchageist,hp,40
1013,sinistcha,hp,71
1014,okidogi,hp,88
1015,munkidori,hp,88
1016,fezandipiti,hp,88
1017,ogerpon,hp,80
1018,archaludon,hp,90
1019,hydrapple,hp,106
1020,gouging-fire,hp,105
1021,raging-bolt,hp,125
1022,iron-boulder,hp,90
1023,iron-crown,hp,90
1024,terapagos,hp,90
1025,pecharunt,hp,88
